110,2.612499999999995,23,1
91,2.447499999999999,21,1
72,2.202500000000001,21,1
171,4.927499999999987,21,1
88,2.6749999999999976,22,1
110,2.862499999999999,23,1
239,5.482499999999987,21,1
74,2.2624999999999997,20,1
75,2.647499999999998,23,1
85,2.7999999999999976,22,1
110,4.107499999999996,23,1
67,2.5774999999999983,23,1
85,2.582499999999999,22,1
128,2.784999999999999,23,1
75,2.682499999999996,22,1
108,2.9724999999999944,23,1
64,2.5449999999999977,21,1
78,2.5874999999999977,22,1
70,2.6374999999999993,23,1
110,2.9949999999999966,23,1
92,2.7499999999999956,23,1
85,2.8449999999999958,23,1
102,3.0774999999999957,24,1
179,5.18249999999999,22,1
86,2.597499999999999,20,1
71,2.5599999999999983,23,1
121,2.804999999999993,23,1
96,2.7024999999999957,23,1
108,2.4924999999999993,22,1
109,2.8599999999999968,23,1
66,2.432499999999998,21,1
97,2.622499999999998,21,1
107,2.5549999999999953,22,1
79,2.5074999999999967,22,1
158,4.699999999999989,21,1
74,2.6199999999999983,23,1
121,2.6599999999999944,22,1
95,2.839999999999998,22,1
96,2.8624999999999945,23,1
106,2.927499999999996,22,1
168,4.982499999999992,22,1
92,2.734999999999997,23,1
77,2.7724999999999977,23,1
112,2.9474999999999985,23,1
81,2.4424999999999977,22,1
107,2.6199999999999966,22,1
83,2.8374999999999972,22,1
82,2.6224999999999974,22,1
91,2.797499999999999,23,1
80,2.7400000000000007,22,1
74,2.637499999999997,21,1
78,2.617499999999999,22,1
99,2.5449999999999977,22,1
201,2.904999999999987,22,1
96,2.8099999999999983,21,1
89,2.662499999999997,22,1
110,3.059999999999996,23,1
79,2.6624999999999974,23,1
80,2.4949999999999983,22,1
99,2.8499999999999996,23,1
84,2.7474999999999983,21,1
136,2.609999999999998,21,1
99,2.2999999999999994,19,1
92,2.6899999999999946,22,1
71,2.484999999999998,22,1
96,2.477499999999995,20,1
77,2.672499999999997,22,1
129,3.174999999999993,24,1
84,2.6999999999999975,23,1
65,2.279999999999998,21,1
98,2.844999999999997,23,1
113,2.682499999999995,22,1
127,3.4974999999999947,23,1
153,3.8949999999999916,23,1
125,2.7349999999999928,22,1
87,2.4149999999999974,22,1
104,2.2949999999999977,21,1
125,2.8424999999999945,22,1
79,2.1625000000000005,20,1
97,2.717499999999995,23,1
91,2.784999999999996,23,1
91,2.8024999999999953,21,1
121,2.727499999999994,23,1
165,2.867499999999993,22,1
92,2.992499999999997,24,1
90,2.352499999999998,20,1
90,2.842499999999999,21,1
99,2.492499999999996,21,1
72,2.369999999999998,22,1
